Time_ms,X_px,Y_px,BallWidth_px,BallHeight_px
0,571.697,742.122,42.296,42.296
0,571.697,742.122,42.296,42.296
16,571.697,742.122,42.296,42.296
16,571.697,742.122,42.296,42.296
34,571.697,742.122,42.296,42.296
34,571.697,742.122,42.296,42.296
50,571.697,742.123,42.296,42.296
50,571.697,742.123,42.296,42.296
67,571.697,742.123,42.296,42.296
67,571.697,742.123,42.296,42.296
83,571.697,742.123,42.296,42.296
83,571.697,742.123,42.296,42.296
101,571.697,742.123,42.296,42.296
101,571.697,742.123,42.296,42.296
116,571.697,742.123,42.296,42.296
116,571.697,742.123,42.296,42.296
134,571.697,742.123,42.296,42.296
134,571.697,742.123,42.296,42.296
150,571.697,742.123,42.296,42.296
150,571.697,742.123,42.296,42.296
168,571.697,742.123,42.296,42.296
168,571.697,742.123,42.296,42.296
183,571.697,742.123,42.296,42.296
183,571.697,742.123,42.296,42.296
201,571.697,742.123,42.296,42.296
201,571.697,742.123,42.296,42.296
217,571.697,742.123,42.296,42.296
217,571.697,742.123,42.296,42.296
234,571.697,742.123,42.296,42.296
234,571.697,742.123,42.296,42.296
250,571.697,742.123,42.296,42.296
250,571.697,742.123,42.296,42.296
267,571.697,742.123,42.296,42.296
267,571.697,742.123,42.296,42.296
283,571.697,742.123,42.296,42.296
283,571.697,742.123,42.296,42.296
301,571.697,742.123,42.296,42.296
301,571.697,742.123,42.296,42.296
317,571.697,742.123,42.296,42.296
317,571.697,742.123,42.296,42.296
334,571.697,741.293,42.296,42.296
334,571.697,741.293,42.296,42.296
350,571.697,738.161,42.296,42.296
350,571.697,738.161,42.296,42.296
367,571.697,734.851,42.296,42.296
367,571.697,734.851,42.296,42.296
383,571.697,731.609,42.296,42.296
383,571.697,731.609,42.296,42.296
400,571.697,728.391,42.296,42.296
400,571.697,728.391,42.296,42.296
416,571.697,725.426,42.296,42.296
416,571.697,725.426,42.296,42.296
433,571.697,722.299,42.296,42.296
433,571.697,722.299,42.296,42.296
450,571.697,719.422,42.296,42.296
450,571.697,719.422,42.296,42.296
467,571.697,716.386,42.296,42.296
467,571.697,716.386,42.296,42.296
483,571.697,713.423,42.296,42.296
483,571.697,713.423,42.296,42.296
500,571.697,710.654,42.296,42.296
500,571.697,710.654,42.296,42.296
516,571.697,707.784,42.296,42.296
516,571.697,707.784,42.296,42.296
533,571.697,704.938,42.296,42.296
533,571.697,704.938,42.296,42.296
550,571.697,702.324,42.296,42.296
550,571.697,702.324,42.296,42.296
567,571.697,699.569,42.296,42.296
567,571.697,699.569,42.296,42.296
583,571.697,696.885,42.296,42.296
583,571.697,696.885,42.296,42.296
600,571.697,694.378,42.296,42.296
600,571.697,694.378,42.296,42.296
616,571.697,691.937,42.296,42.296
616,571.697,691.937,42.296,42.296
633,571.697,689.362,42.296,42.296
633,571.697,689.362,42.296,42.296
649,571.697,686.861,42.296,42.296
649,571.697,686.861,42.296,42.296
666,571.697,684.523,42.296,42.296
666,571.697,684.523,42.296,42.296
683,571.697,682.114,42.296,42.296
683,571.697,682.114,42.296,42.296
699,571.697,679.725,42.296,42.296
699,571.697,679.725,42.296,42.296
716,571.697,677.544,42.296,42.296
716,571.697,677.544,42.296,42.296
732,571.697,675.244,42.296,42.296
733,571.697,675.244,42.296,42.296
749,571.697,673.150,42.296,42.296
749,571.697,673.150,42.296,42.296
767,571.697,670.815,42.296,42.296
767,571.697,670.815,42.296,42.296
782,571.697,668.808,42.296,42.296
782,571.697,668.808,42.296,42.296
800,571.697,666.694,42.296,42.296
800,571.697,666.694,42.296,42.296
815,571.697,664.773,42.296,42.296
815,571.697,664.773,42.296,42.296
832,571.697,662.750,42.296,42.296
832,571.697,662.750,42.296,42.296
849,571.697,660.801,42.296,42.296
849,571.697,660.801,42.296,42.296
866,571.697,658.983,42.296,42.296
866,571.697,658.983,42.296,42.296
882,571.697,657.126,42.296,42.296
882,571.697,657.126,42.296,42.296
899,571.697,655.392,42.296,42.296
899,571.697,655.392,42.296,42.296
915,571.697,653.627,42.296,42.296
915,571.697,653.627,42.296,42.296
933,571.697,651.781,42.296,42.296
933,571.697,651.781,42.296,42.296
949,571.697,650.207,42.296,42.296
949,571.697,650.207,42.296,42.296
966,571.697,648.648,42.296,42.296
966,571.697,648.648,42.296,42.296
982,571.697,647.066,42.296,42.296
982,571.697,647.066,42.296,42.296
999,571.697,645.592,42.296,42.296
999,571.697,645.592,42.296,42.296
1016,571.697,644.015,42.296,42.296
1016,571.697,644.015,42.296,42.296
1033,571.697,642.630,42.296,42.296
1033,571.697,642.630,42.296,42.296
1049,571.697,641.315,42.296,42.296
1049,571.697,641.315,42.296,42.296
1066,571.697,639.933,42.296,42.296
1066,571.697,639.933,42.296,42.296
1083,571.697,638.550,42.296,42.296
1083,571.697,638.550,42.296,42.296
1099,571.697,637.340,42.296,42.296
1099,571.697,637.340,42.296,42.296
1116,571.697,636.197,42.296,42.296
1116,571.697,636.197,42.296,42.296
1132,571.697,635.000,42.296,42.296
1132,571.697,635.000,42.296,42.296
1149,571.697,633.943,42.296,42.296
1149,571.697,633.943,42.296,42.296
1167,571.697,632.776,42.296,42.296
1167,571.697,632.776,42.296,42.296
1182,571.697,631.805,42.296,42.296
1182,571.697,631.805,42.296,42.296
1199,571.697,630.849,42.296,42.296
1199,571.697,630.849,42.296,42.296
1215,571.697,629.910,42.296,42.296
1215,571.697,629.910,42.296,42.296
1233,571.697,628.988,42.296,42.296
1233,571.697,628.988,42.296,42.296
1248,571.697,628.190,42.296,42.296
1249,571.697,628.190,42.296,42.296
1267,571.697,627.313,42.296,42.296
1267,571.697,627.313,42.296,42.296
1282,571.697,626.601,42.296,42.296
1282,571.697,626.601,42.296,42.296
1299,571.697,625.865,42.296,42.296
1299,571.697,625.865,42.296,42.296
1315,571.697,625.239,42.296,42.296
1315,571.697,625.239,42.296,42.296
1332,571.697,624.592,42.296,42.296
1332,571.697,624.592,42.296,42.296
1349,571.697,624.018,42.296,42.296
1349,571.697,624.018,42.296,42.296
1366,571.697,623.495,42.296,42.296
1366,571.697,623.495,42.296,42.296
1382,571.697,623.013,42.296,42.296
